Domain,Name,signal_category,chosen_signal,first_message,second_message,third_message
hud.ai,hud,other,precinct (DoorDash and UiPath as customers),"Hey {first-name}, came across hud while looking at AI eval tools.

You've got names like DoorDash and UiPath using you to evaluate their agents, so I'd guess that caliber of customer is a big part of why serious AI teams trust your evals.

Which means the site is where a new team decides you're the standard to measure against. And there's room for it to feel as sharp as those names.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with hud, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
pangolin.net,Pangolin,other,"precinct (1M+ deployments, 21k+ GitHub stars)","Hey {first-name}, came across Pangolin while looking at devops tools.

You're past a million deployments and 21,000 GitHub stars, so I'd guess word spreads on its own through a self-hosting community that trusts open source it can actually see.

Which means the site is where a new team decides to run you on their infrastructure. And there's room for it to feel as sharp as that adoption.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
news.agpt.co,AutoGPT,other,precinct (Andrej Karpathy and Replit's CEO praising it),"Hey {first-name}, came across AutoGPT while looking at agent tools.

You've got people like Andrej Karpathy and Replit's CEO talking about you, so I'd guess that kind of endorsement is a huge part of how you keep pulling developers in.

Which means the site is where all that attention turns into someone actually building an agent. And there's room for it to feel as sharp as the buzz.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with AutoGPT, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.califixcompliance.com/,Califix Compliance,other,"precinct (BHP, SQM, Glencore trust them)","Hey {first-name}, came across Califix while looking at compliance tools.

You've got names like BHP and Glencore trusting you to automate their contractor audits, so I'd guess that heavyweight proof is exactly what opens the next mining or energy account.

Which means the site is where a large operator decides you're rigorous enough. And there's room for it to feel as sharp as that client list.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company selling to careful buyers, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Califix, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
vetano.com,Vetano,performance,"site speed (real-user load 5.36s, confirmed poor)","Hey {first-name}, came across Vetano while looking at hiring tools.

You're a marketplace where both employers and candidates show up, so I'd guess a slow first load quietly costs you people on both sides before they even see the idea.

I ran a quick speed test and it came back over 5 seconds to load. With real traffic arriving, a faster load would keep more of them around to get it.

Have you thought about a rebuild to speed it up?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product with a heavy site, on a similar challenge, making it load fast and keep people around.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got Google and DoubleClick ad cookies loading before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant too. Not a big job.","Hey {first-name}, totally understand if this isn't top of mind right now. It'll keep, so reach out whenever you'd like to dig into it."
warmwind.com,warmwind,design,"soft refresh (product-clarity inference); field load 4.16s borderline + desktop 86 contradicts, so speed NOT led","Hey {first-name}, came across warmwind while looking at automation tools.

You're pitching an AI operating system for visual process automation, which is a big, abstract idea, so I'd guess people land intrigued but wanting to see concretely what it does for them.

Which means the site is where a curious buyer decides the idea is real. And there's room for it to make that concrete fast.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
corethink.ai/,CoreThink,other,"precinct (open benchmarks vs GPT-5, Gemini, Claude)","Hey {first-name}, came across CoreThink while looking at AI infra.

You publish real benchmarks putting your reasoning layer up against GPT-5, Gemini, and Claude, so I'd guess technical buyers respect that you'll show your work out in the open.

Which means the site is where a demanding buyer decides you're credible. And there's room for it to feel as sharp as those numbers.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
markprompt.com/,Markprompt,design,soft refresh (support-buyer trust inference),"Hey {first-name}, came across Markprompt while looking at AI support tools.

You're handling support across email, chat, and voice from one AI layer, so I'd guess support leaders land wanting to trust it won't drop the ball with their customers.

Which means the site is where a leader decides you're reliable enough to put in front of customers. And there's room for it to feel as sharp as the product.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Markprompt, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
dodo.ai,Dodo,other,precinct (1 in 3 of the largest ER vet clinics run on Dodo); real-user load 3.79s is fine so speed NOT led,"Hey {first-name}, came across Dodo while looking at vet tech.

One in three of the largest veterinary emergency clinics run on Dodo, so I'd guess that kind of penetration is exactly what makes the next clinic feel safe saying yes.

Which means the site is where a new clinic decides to trust you with their calls. And there's room for it to feel as sharp as that footprint.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got Google and DoubleClick ad cookies loading before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
solfart.io,Solfart,design,"design refresh (design genuinely lacking at 29, real exchange listings behind it)","Hey {first-name}, came across Solfart while looking at crypto projects.

You've actually got real listings lined up on exchanges like MEXC and Biconomy, so I'd guess the project has more substance than the current page lets on.

Which means the site is underselling what you've secured. And there's room for it to look as legit as those listings.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless on a similar challenge, giving a project the polished look its substance deserved.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to where you are with Solfart, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.pods.finance/,Pods,other,"precinct (trusted by crypto teams, $10M+ volume processed)","Hey {first-name}, came across Pods while looking at DeFi tools.

You've processed over $10 million in volume with leading crypto teams building on you, so I'd guess trust in your rails is exactly what turns a curious developer into an integration.

Which means the site is where a new team decides you're safe to build on. And there's room for it to feel as sharp as the product.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, worth flagging, you've got a Google Ads cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
herheadquarters.app/,HerHeadquarters,content,"content build-out (thin taglines only, 24)","Hey {first-name}, came across HerHeadquarters while looking at community platforms.

You're building a business-partnership platform for women entrepreneurs, which is a genuinely useful idea, so I'd guess people land intrigued but leave without knowing how it actually works.

Right now the page is all taglines. And there's room to show what members actually do so interest turns into signups.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, giving a light site the depth to convince and turning visitors into believers.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with HerHeadquarters, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.dedw3n.com,Dedw3n,design,"design refresh (design genuinely lacking at 35, site reads unfinished)","Hey {first-name}, came across Dedw3n while looking at new apps.

There's clearly real work behind it, but the current page reads as half-finished, with a big empty hero up top, so I'd guess it undersells what you're actually building.

Which means the site gets in the way of the substance. And there's room for the look to catch up to the idea.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless on a similar challenge, giving a project the polished look its substance deserved.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, your current settings block AI crawlers, so tools like ChatGPT can't read the site, which matters more for getting found.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.totemlabs.com,Totem Labs,content,"content build-out (thin, transactional-only page at 39; desktop 28 NOT led, field load fine at 1.17s)","Hey {first-name}, came across Totem while looking at AI products.

You've got real traffic arriving, but the page is mostly bundle deals and shipping notices, so I'd guess plenty land without ever learning what Totem actually does.

There's real traffic hitting a page that barely explains the product. And there's room to turn that into genuine interest.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a company that had to make an idea click fast, on a similar challenge, turning a thin site into one that holds attention.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Totem, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.neurosity.co/,Neurosity,other,precinct (named developers reporting real focus gains),"Hey {first-name}, came across Neurosity while looking at focus tools.

You've got named developers reporting real jumps in focus using the Crown, so I'd guess that first-hand proof from people like your buyers is exactly what earns the next one.

Which means the site is where a skeptic decides it's actually worth it. And there's room for it to feel as sharp as those voices.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got Google and DoubleClick ad cookies loading before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
talli.me/,Talli,other,"precinct (4.9 across 3,300+ ratings)","Hey {first-name}, came across Talli while looking at care apps.

You've got a 4.9 across more than 3,000 ratings, so I'd guess word spreads through parents and caregivers telling each other what genuinely made their day easier.

Which means the site is where a new caregiver decides you're worth building in. And there's room for it to feel as sharp as that rating.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got Google and Microsoft ad cookies loading before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
mentraglass.com,Mentra,design,soft refresh (developer/enterprise trust inference),"Hey {first-name}, came across Mentra while looking at AR hardware.

You're building camera-enabled smart glasses with an open-source SDK for enterprise and developers, so I'd guess the people landing want to feel it's a genuine platform they can build on.

Which means the site is where a serious buyer decides you're a real platform. And there's room for it to feel as sharp as the product.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, one separate thing, your current settings block AI crawlers, so tools like ChatGPT can't read the site, which matters more as buyers start there.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.byosaz.com,OSAZ Skin,other,precinct (named customer before-and-afters); design already strong,"Hey {first-name}, came across OSAZ while looking at beauty tech.

You've got customers like Erica showing real before-and-afters from your custom formulations, so I'd guess that visible proof is exactly what turns a skeptical shopper into a believer.

Which means the site is where someone decides personalized skincare from a selfie is legit. And there's room for it to feel as sharp as those results.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, worth flagging, you've got a Meta Pixel cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.moberdelivery.com/,Mober Technology,other,"precinct (Nestlé, Nespresso, IKEA)","Hey {first-name}, came across Mober while looking at logistics companies.

You've got brands like Nestlé and IKEA running sustainable deliveries with you, so I'd guess those names do a lot of the convincing when a new enterprise is weighing a greener partner.

Which means the site is where a new brand decides you're proven. And there's room for it to feel as sharp as that client list.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company selling to careful buyers, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Mober, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.endora.app,Endora Technologies,design,soft refresh (nostalgia-delight inference),"Hey {first-name}, came across Endora while looking at consumer apps.

You're turning people's own photos into games that resurface forgotten memories, which is a genuinely delightful idea, so I'd guess the whole appeal is how it feels the first time it surprises someone.

Which means the site is where someone decides to try it. And there's room for it to make that payoff feel real.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Endora, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
empidream.com,EMPI DREAM,other,"precinct (Dr. Antonio Zadra, 30 years in dream science)","Hey {first-name}, came across EMPI DREAM while looking at wellness apps.

You've got Dr. Antonio Zadra, with 30 years in dream science, behind the platform, so I'd guess that credibility is exactly what makes people trust something as personal as their dreams to you.

Which means the site is where someone decides this is real science. And there's room for it to feel as sharp as that backing.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning first-time visitors into people who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one quick thing I noticed, some of the site loads over insecure HTTP, which can trip browser security warnings. Easy to clean up.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.deegtal.ai/,Deegtal,content,"content build-out (thin, 42; one strong named endorsement to build on)","Hey {first-name}, came across Deegtal while looking at clinical AI.

You've got the head of a major hospital's epilepsy unit vouching for you, so I'd guess there's real substance here that the current site barely conveys.

Right now it says little beyond that endorsement. And there's room to show the depth a clinical buyer needs to trust it.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, giving a light site the depth to convince and turning visitors into believers.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one quick thing I noticed, some of the site loads over insecure HTTP, which can trip browser security warnings. Easy to clean up.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.vytek-it.com/,VyTek,content,"content build-out (thin + abstract, 47)","Hey {first-name}, came across VyTek while looking at AI platforms.

You're pitching something genuinely ambitious with the Civilization Stack, so I'd guess people land intrigued by the vision but leave without a concrete sense of what it does for them.

Right now the language stays abstract. And there's room to ground it in something a buyer can actually picture using.

Have you thought about building the site out?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a company that had to make a big idea click fast, on a similar challenge, turning an abstract site into one that lands clearly.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with VyTek, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
www.cambercloud.com/,Camber,design,soft refresh (scientist-buyer trust inference),"Hey {first-name}, came across Camber while looking at research AI.

You're building AI for science with unlimited compute and no infrastructure to manage, so I'd guess researchers land wanting to feel it genuinely fits how they actually work.

Which means the site is where a scientist decides it's worth adopting. And there's room for it to feel as sharp as the platform.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a deeply technical company, on a similar challenge, making complex work land clearly with a careful audience.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, worth flagging, you've got a Meta Pixel cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
quiltt.io,Quiltt,design,soft refresh (fintech-dev trust inference),"Hey {first-name}, came across Quiltt while looking at fintech APIs.

You're giving developers one clean API across the best open-banking data providers, so I'd guess the engineers landing want to feel it's genuinely reliable before they build banking features on it.

Which means the site is where a fintech team decides you're solid enough to depend on. And there's room for it to feel as sharp as the product.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Quiltt, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
peerdb.io/,PeerDB,other,"precinct (CTOs migrating 35,000 tables, 2TB; ClickHouse acquisition)","Hey {first-name}, came across PeerDB while looking at data tools.

You've got CTOs migrating 35,000 tables onto you, and ClickHouse acquired you, so I'd guess that level of trust and technical proof is exactly what wins the next data team.

Which means the site is where a new team decides you're proven enough to move their replication onto. And there's room for it to feel as sharp as those results.

Have you thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with PeerDB, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
www.keephq.dev/,Keep,design,soft refresh (open-source ops-buyer inference),"Hey {first-name}, came across Keep while looking at ops tools.

You're open-source AIOps that ties alerts to real automation across MySQL, Jira, and Python, so I'd guess the ops engineers landing want to feel it's mature enough to trust in production.

Which means the site is where an engineer decides you're worth adopting. And there's room for it to feel as sharp as the product.

Is a refresh to match on your radar?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical developer-facing company, on a similar challenge, getting a serious product to land fast with engineers.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Keep, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
palettehq.com/en,Palette,other,"precinct (RevOps teams at Contentfly, Nextech AR); design already strong","Hey {first-name}, came across Palette while looking at sales tools.

You've got RevOps teams at companies like Contentfly and Nextech AR running their commissions on you, so I'd guess those references are exactly what win over the next finance and ops team.

Which means the site is where a new company decides to trust you with sales comp. And there's room for it to feel as sharp as those names.

Ever thought about a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical company, on a similar challenge, making a serious product land as credibly as it deserves.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Also, quick heads up, your cookie banner shows but a Google Ads cookie is already set before anyone clicks accept, so it's not really gating it yet. Worth getting that side GDPR compliant.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
