Name,Domain,tech_stack,monthly_visits,letter_grade,priority,signal_category,chosen_signal,angle_rationale,inference,why_it_matters,use_traffic_scale,genuine_positive,quotable_fact_to_use,secondary_point,secondary_reasoning,case_study_name,case_study_rationale,case_study_url,tone_flag,first_message,second_message,third_message
Dexa AI,dexa.ai,custom/static,85155,C,high,other,strong precinct (works with Huberman Lab etc.),"Content is borderline thin (48) but there's a strong precinct (named expert partners); leading on the precinct/refresh is more honest and less presumptuous than a content knock. AI-search product, so Webless staged for msg 2.","Names like Huberman Lab trust them to make work searchable, so people arrive already curious and ready to dig in.","Framed on turning curiosity into real usage, not scale.",False,Trusted by Huberman Lab and Tom Bilyeu to make their work searchable.,names like Huberman Lab trusting them,none,No secondary_signals in the bundle.,Webless AI,Both are AI-search products; Webless's conversion rebuild transfers directly. Honest same-space framing.,https://prismport.co/case-studies/webless-ai,clean,"Hey {first-name}, came across Dexa while looking at AI tools.

You've got names like Huberman Lab trusting you to make their work searchable, so I'd guess a lot of people arrive already curious and ready to dig in.

Which means the site is what turns that curiosity into people actually using it. And there's room for it to feel as premium as the experts you work with.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI search product a lot like yours, on a similar challenge, turning curious first-time visitors into people who actually stick around.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Dexa, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
Hookdeck,hookdeck.com,custom/static,73277,C,high,other,strong precinct (100B+ webhooks processed / dev traction),"Design (50) and content (75) fine, fast site. Strong dev-infra precinct (100B+ webhooks). Engineer word-of-mouth inference beats soft design.",100B+ webhooks through the platform means growth is mostly engineers recommending it to other engineers.,"Framed on a developer deciding it's solid enough to build on, not scale.",False,100B+ webhooks processed; Vercel/Cloudflare on the customer list; 99.999% uptime.,over 100 billion webhooks processed,none,No secondary_signals in the bundle.,NewsCatcherAPI,Developer/API product; NewsCatcher rebuild helped engineers evaluate quickly. Problem-match on a technical audience.,https://prismport.co/case-studies/newscatcher,clean,"Hey {first-name}, came across Hookdeck while looking at dev tools.

You've pushed over 100 billion webhooks through the platform, so I'd guess growth is mostly engineers recommending you to other engineers.

Which means the site is where a developer decides you're solid enough to build on. And there's room for it to feel as dependable as the product itself.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical API company, on a similar challenge, getting a developer product to land quickly with the engineers evaluating it.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with Hookdeck, happy to show you how we'd approach yours.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
Medwise.ai,www.medwise.ai/,custom/static,66553,D+,high,other,strong precinct (NHS practices / Mount Sinai origin),"Design (46) and content (51) are middling but not genuinely lacking/thin; the strong institutional precinct (NHS, Mount Sinai) is the honest lead. blocks_ai_crawlers staged for msg 2.","NHS practices already use them, so adoption comes through clinicians trusting a name their peers recognize.","Framed on a new health team deciding they're credible, not scale.",False,NHS practices using them; came out of the Mount Sinai Elementa Labs program.,NHS practices already using them,blocks AI crawlers (robots setup),blocks_ai_crawlers is present and distinctive; relevant for findability.,Amalia,"Regulated, evidence-heavy space adjacent to clinical health; Amalia is the credible, team-expandable build. Honest industry adjacency.",https://prismport.co/case-studies/amalia-tech,clean,"Hey {first-name}, came across Medwise while looking at health tools.

You've got NHS practices already using you, so I'd guess most adoption comes through clinicians trusting a name their peers recognize.

Which means the site is where a new health team decides you're credible. And there's room for it to feel as trusted as the institutions behind you.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Amalia, a company in a heavily regulated, evidence-heavy space, on a similar challenge, building a credible site their own team could keep expanding.

https://prismport.co/case-studies/amalia-tech

By the end, 25 of the 44 pages were built by their own team.

Also worth checking, your robots setup is currently blocking the AI crawlers, so tools like ChatGPT can't see the site, which matters more for getting found these days.","Hey {first-name}, totally understand if this isn't top of mind right now. It'll keep, so reach out whenever you'd like to dig into it."
Cirkled in,www.cirkledin.com/,custom/static,65494,C-,medium,other,recognition precinct (Forbes / GSV Cup) with a soft refresh,"design_score is 39 but the reasoning reads 'competent but generic', not amateur/broken, so a hard design critique isn't warranted; led on the genuine recognition precinct with an investment-framed refresh instead. Speed is borderline (desktop 58, load 3.22), not cited.","Recognized by Forbes and the GSV Cup, so families and schools find them through that credibility and word of mouth.","Framed on a parent/student deciding to trust them with achievements, not scale.",False,Featured by Forbes; GSV Cup and HolonIQ recognition.,featured by Forbes,none,No secondary_signals in the bundle.,YourCulture,A showcase-of-achievements product for a young community; YourCulture's showcase rebuild transfers. Honest on industry.,https://prismport.co/case-studies/your-culture,clean,"Hey {first-name}, came across Cirkled in while looking at consumer tools.

You've been featured by Forbes, so I'd guess a lot of families and schools find you through that kind of credibility and word of mouth.

Which means the site is where a new parent or student decides to trust you with their achievements. And there's room for it to feel as premium as that recognition suggests.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with YourCulture, a platform for showcasing creators and artists, on a similar challenge to yours, giving people's achievements a home that feels as impressive as the work.

https://prismport.co/case-studies/your-culture

We built it into a motion-rich site that scored 97 on Lighthouse.

Felt close to what you're working through with Cirkled in, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
simplyblock,www.simplyblock.io,custom/static,46576,C,high,other,strong precinct (MongoDB advocate testimonial),"performance_really_poor is TRUE but only via desktop 53 (load is 3.04s, not >=4) so it's borderline; per the genuinely-poor bar I did NOT lead speed (a storage-perf company would check and find it fine). Led the strong technical precinct instead. Brand is intentionally lowercase.","MongoDB's team vouches for how it fits their stack, so interest comes from engineers who trust that kind of endorsement.","Framed on a technical buyer deciding they're the real thing, not scale.",False,Named MongoDB developer-advocate testimonial; concrete technical depth.,MongoDB's team vouching for the fit,none,Borderline perf deliberately not raised; no other secondary_signals.,NewsCatcherAPI,Deeply technical infra product; NewsCatcher rebuild made a technical product land clearly with engineers. Problem-match on a technical audience.,https://prismport.co/case-studies/newscatcher,clean,"Hey {first-name}, came across simplyblock while looking at cloud tools.

You've got people like MongoDB's team vouching for how you fit their stack, so I'd guess most new interest comes from engineers who already trust that kind of endorsement.

Which means the site is where a technical buyer decides you're the real thing. And there's room for it to feel as refined as the engineering behind it.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with NewsCatcher, a technical API company, on a similar challenge, getting a deeply technical product to land clearly with the engineers evaluating it.

https://prismport.co/case-studies/newscatcher

After the rebuild, engagement went up 3,600%, with sessions going from around 20 seconds to over 3 minutes.

Felt close to what you're working through with simplyblock, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
BeHeard Labs,gobeheard.com,custom/static,44890,B+,high,other,"strong precinct (CMO testimonials, Cover Genius etc.)","Design (62) and content (88) are both strong, perfect speed. Clear strong precinct: named CMO testimonials. Reputation-led inference beats soft design. AI-invisibility staged for msg 2.","CMOs at companies like Cover Genius vouch for them, so new business comes through trusted word of mouth.","Framed on a warm lead confirming they're worth a real conversation, not scale.",False,"Named CMO testimonials (Cover Genius, Bagel Brands, CloudBolt); replaces a six-week research cycle.",CMOs at companies like Cover Genius vouching,AI-invisible (client-side rendered),ai_invisible_client_rendered present and distinctive; relevant for findability.,Webless AI,AI product; Webless's conversion rebuild is the closest problem-match (turning interest into conversion). Honest AI adjacency.,https://prismport.co/case-studies/webless-ai,clean,"Hey {first-name}, came across BeHeard while looking at AI tools.

You've got CMOs at companies like Cover Genius vouching for you, so I'd guess most new business comes through people hearing results from someone they trust.

Which means the site is where a warm lead confirms you're worth a real conversation. And there's room for it to feel as sharp as the outcomes your customers describe.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning strong interest into visitors who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
Mindy,mindy.com,custom/static,39945,D+,high,performance,"site speed (desktop 48, real-user load 6.53s)","performance_really_poor is TRUE and genuinely so (desktop 48 AND real-user load 6.53s), with high traffic, so speed is the concrete lead. Beats design (43) and content (75). AI-invisibility staged for msg 2 (rarer than the cookie finding).","At ~40k visits a month, people land to see if it'll actually save them time.","High traffic, so a faster first load means more visitors stay to try it (gain-framed).",True,Real traffic (~40k/mo) for an inbox-automation product.,real-user load ~6.53s,AI-invisible (client-side rendered),Both ad-cookies and ai_invisible present; chose the rarer ai_invisible per the preference order.,Webless AI,AI product with a speed problem; Webless's rebuild cut load and lifted retention. Strong problem-match (AI + performance).,https://prismport.co/case-studies/webless-ai,clean,"Hey {first-name}, came across Mindy while looking at AI tools.

You're pulling around 40k visits a month, so I'd guess a lot of people are landing to see if it'll actually save them time.

I ran a quick speed test and it came back over 6 seconds to load. At that kind of traffic, a faster first load means more of those visitors stick around to try it.

Have you thought about a rebuild to speed it up?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product a lot like yours, on a similar challenge, making a heavy site load fast and keep people around.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Also, one separate thing, the site renders entirely in the browser, so ChatGPT and Google's AI overviews basically can't read it right now, which only matters more for getting found.","Hey {first-name}, totally understand if this isn't top of mind right now. It'll keep, so reach out whenever you'd like to dig into it."
Gumshoe AI,www.gumshoe.ai,custom/static,37061,C+,high,other,strong precinct (customer citation lift 557%),"Design (51) and content (86) fine, no perf. Strong precinct: a customer result (citations up 557%). Reputation-led inference beats soft design. Cited the metric alone (no customer name) to avoid piling proof.","A customer saw citations jump 557% in a few months, so word spreads fast between marketing teams comparing notes.","Framed on a curious marketer deciding they're worth a demo, not scale.",False,A named customer result of citations up 557% in under four months.,citations jump 557% in a few months,none,No secondary_signals in the bundle.,Webless AI,"AI-search/visibility product; Webless (AI search) is the closest space, conversion problem-match. Honest AI adjacency.",https://prismport.co/case-studies/webless-ai,clean,"Hey {first-name}, came across Gumshoe while looking at AI tools.

You've had a customer see citations jump 557% in a few months, so I'd guess word spreads fast between marketing teams comparing notes.

Which means the site is where a curious marketer decides you're worth a demo. And there's room for it to feel as sharp as the results you're posting.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI search product a lot like yours, on a similar challenge, turning strong results into visitors who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Gumshoe, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
Rodeo,www.gorodeo.app/,custom/static,36047,C+,medium,design,soft refresh (community-growth inference),"Design (56) and content (73) fine, no perf. The proof_from_site looks mismatched to what_they_do (grader confusion), so I anchored on the reliable what_they_do (earnings tracker for delivery drivers) rather than the shaky proof. Last-resort soft refresh with a genuine gig-community inference.","They help delivery drivers see all their earnings in one place, so drivers likely find them through other drivers in the same groups.","Framed on a curious driver checking the site before downloading, not scale.",False,A free earnings tracker built for delivery drivers.,seeing all their earnings in one place,none,No secondary_signals in the bundle.,YourCulture,Community-driven consumer product; YourCulture's community showcase transfers on the 'site should feel as alive as the community' problem. Honest on industry.,https://prismport.co/case-studies/your-culture,clean,"Hey {first-name}, came across Rodeo while looking at consumer apps.

You're helping delivery drivers see all their earnings in one place, so I'd guess a lot of drivers find you through other drivers in the same groups and forums.

Which means the site is the first thing a curious driver checks before downloading. And there's room for it to feel as effortless as the app promises to be.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with YourCulture, a platform built around a passionate community, on a similar challenge to yours, making the site feel as energetic as the people it serves.

https://prismport.co/case-studies/your-culture

We built it into a motion-rich site that scored 97 on Lighthouse.

Felt close to what you're working through with Rodeo, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
"Contribution Labs, Inc.",megaphone.xyz/,custom/static,24411,C,high,other,strong precinct (Head of Base at Coinbase etc.),"Design (55) and content (84) fine, no perf. Strong precinct: recognizable crypto names backing them. Trust-in-tight-circles inference beats soft design. Cited one precinct (the Coinbase name), not the stacked growth metrics.","Recognizable crypto leaders back them, so growth comes from being trusted inside tight crypto circles.","Framed on a new team deciding they're credible, not scale.",False,Named backers like the Head of Base at Coinbase; strong growth case studies.,the Head of Base at Coinbase behind them,none,No secondary_signals in the bundle.,YourCulture,Community-momentum brand; YourCulture's community showcase transfers on the 'site as compelling as the momentum' problem. Honest on industry.,https://prismport.co/case-studies/your-culture,clean,"Hey {first-name}, came across Megaphone while looking at crypto tools.

You've got names like the Head of Base at Coinbase backing what you do, so I'd guess most growth comes from being trusted inside tight crypto circles.

Which means the site is where a new team decides you're the real thing. And there's room for it to feel as credible as the names already behind you.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with YourCulture, a platform built around a passionate creator community, on a similar challenge to yours, giving a community-driven brand a site as compelling as the momentum behind it.

https://prismport.co/case-studies/your-culture

We built it into a motion-rich site that scored 97 on Lighthouse.

Felt close to what you're working through with Megaphone, happy to show you how we'd approach yours.","Hey {first-name}, I'll leave this with you for now. Whenever it feels like the right time, I'd be glad to talk through how we'd approach it."
Logic AI,logic.inc/,custom/static,23869,C,high,other,strong precinct (customer cut a 5-day process to 48s),"performance_really_poor is TRUE via desktop 46, BUT real-user load is 2.09s (fine), so I did not lead speed (it would drift). Design (60) and content (87) are strong. Led the customer-result precinct, cited as a metric without the name to avoid piling.","A customer cut a five-day process to 48 seconds, so results like that spread fast among operations people.","Framed on a curious team deciding it's worth trying, not scale.",False,A customer result of five days down to 48 seconds; named customer logos.,a five-day process down to 48 seconds,none,Desktop Lighthouse is low but real-user load is fine; deliberately not raised. No other secondary_signals.,Webless AI,AI automation product; Webless's conversion rebuild is the closest problem-match. Honest AI adjacency.,https://prismport.co/case-studies/webless-ai,clean,"Hey {first-name}, came across Logic while looking at AI tools.

One team cut a five-day process down to 48 seconds using you, so I'd guess results like that spread fast between operations people.

Which means the site is where a curious team decides you're worth trying. And there's room for it to feel as sharp as the outcomes you're delivering.

Have you thought about giving it a refresh to match?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with Webless, an AI product, on a similar challenge to yours, turning strong interest into visitors who actually convert.

https://prismport.co/case-studies/webless-ai

After the rebuild, bounce dropped 20%, the animations loaded 70% faster, and time on page went up 32%.

Felt close to what you're working through with Logic, happy to show you how we'd approach yours.","Hey {first-name}, no rush on this at all. If it ever moves up your list, I'm happy to jump on a quick call and show you what we'd do."
Pronti AI,www.pronti.com,custom/static,18551,C,high,design,genuinely underbuilt design (sparse/early-stage) on a visual product,"design_reasoning explicitly reads 'incredibly sparse, feels like a placeholder or very early-stage landing page' (not the usual 'competent but generic') and this is a highly visual styling product, so a design lead is honest here. Cookie GDPR finding staged for msg 2.","Their whole product is styling people visually, so the look and feel is a big part of whether someone trusts it.","Framed on the site being the first taste of that styling sense, with room to show more.",False,A genuinely visual product (outfits built from a user's own clothes).,putting outfits together from a user's own clothes,ad cookies before consent: Meta Pixel (no consent banner),Only secondary present; framed as GDPR heads-up with EU traffic as an assumption.,YourCulture,"Design-refresh lead on a visual product; YourCulture's visually crafted, motion-rich build is the strongest design-elevation proof.",https://prismport.co/case-studies/your-culture,clean,"Hey {first-name}, came across Pronti while looking at shopping tools.

Your whole thing is styling people visually, putting outfits together from their own clothes, so I'd guess the look and feel is a big part of whether someone trusts it.

Which means the site is the first taste of that styling sense. And there's room for it to show off the experience more than it does today.

Have you thought about giving it a proper design refresh?","Hey {first-name}, quick context, we're a design and Webflow studio.

We recently worked with YourCulture, a creator and artist platform, on a similar challenge to yours, building a site with the visual craft to match a highly visual product.

https://prismport.co/case-studies/your-culture

We built it into a motion-rich site that scored 97 on Lighthouse.

Also, worth flagging, you've got a Meta Pixel cookie loading the second someone lands, before any consent. I'm assuming you'll have EU visitors, so worth getting that side GDPR compliant. Not a big job.","Hey {first-name}, I'll stop here so I'm not crowding your inbox. Whenever the timing's right for a quick chat, I'm around and happy to help."
